sample	samples	_primary_site	SLC25A11	SLC25A12	SLC25A13	SLC16A1	SLC16A4	SLC16A7	MPC1	MPC2	GPD1	GPD1L	GPD2	LDHA	LDHB	LDHC	LDHD
GTEX-11GSP-0226-SM-5A5KV	GTEX-11GSP-0226-SM-5A5KV	Ovary	10.51	10.1	9.533	10.09	10.53	7.944	10.04	9.996	3.849	10.16	10.31	13.11	13.77	4.489	8.984
GTEX-RU1J-0826-SM-46MUU	GTEX-RU1J-0826-SM-46MUU	Ovary	10.5	10.02	9.519	9.955	9.173	9.145	9.654	9.819	3.595	10.28	9.997	12.65	13.26	1.254	9.943
GTEX-ZC5H-2026-SM-5CVN2	GTEX-ZC5H-2026-SM-5CVN2	Ovary	10.49	10.3	9.509	9.496	10.34	8.859	9.719	9.832	3.964	10.14	10.21	13.61	13.46	1.219	8.916
GTEX-ZV6S-1426-SM-59HKX	GTEX-ZV6S-1426-SM-59HKX	Ovary	10.47	11.09	9.349	10.03	7.436	9.89	10.07	10.24	4.858	12.41	9.639	14.6	13.31	1.926	8.105
GTEX-WXYG-1426-SM-4ONCK	GTEX-WXYG-1426-SM-4ONCK	Ovary	10.47	10.6	9.506	9.616	10.24	8.472	9.694	9.87	4.541	10.66	9.974	12.54	13.72	0	10.26
GTEX-WYBS-2426-SM-4ONDI	GTEX-WYBS-2426-SM-4ONDI	Ovary	10.47	10.36	9.485	8.327	9.522	7.211	9.988	9.799	4.451	10.12	9.618	11.43	13.6	6.255	10.79
GTEX-P78B-1926-SM-3P616	GTEX-P78B-1926-SM-3P616	Ovary	10.47	10.3	9.431	10.05	9.869	7.871	9.796	9.783	3.646	10.22	10.06	12.1	13.67	0	9.84
GTEX-11ZTS-1926-SM-5CVLA	GTEX-11ZTS-1926-SM-5CVLA	Ovary	10.47	10.28	9.73	9.655	10.32	7.957	9.947	9.82	4.311	9.929	10.02	12.66	13.83	1.812	9.373
GTEX-ZP4G-0626-SM-4WWF1	GTEX-ZP4G-0626-SM-4WWF1	Ovary	10.46	10.43	9.274	9.311	10.75	8.675	10.14	9.969	5.166	11.06	10.12	12.76	13.84	0	10.51
GTEX-12WSB-2226-SM-5GCOS	GTEX-12WSB-2226-SM-5GCOS	Ovary	10.42	10.8	9.428	9.222	9.688	7.805	9.916	9.9	7.01	9.482	9.894	12.44	13.11	1.412	9.486
GTEX-QVJO-3126-SM-4R1KC	GTEX-QVJO-3126-SM-4R1KC	Ovary	10.41	10.34	9.515	8.366	9.779	7.604	9.998	9.881	3.959	10.1	9.673	11.57	13.5	1.296	9.971
GTEX-11I78-1926-SM-59878	GTEX-11I78-1926-SM-59878	Ovary	10.4	10.62	9.443	9.685	9.854	8.494	9.839	9.609	4.152	10.4	10.62	13.35	13.9	2.377	9.83
GTEX-ZVT3-2626-SM-5GU5L	GTEX-ZVT3-2626-SM-5GU5L	Ovary	10.39	10.47	9.777	9.092	9.576	8.172	9.707	9.481	4.175	9.781	9.889	10.84	13.25	0	9.788
GTEX-11DXX-1426-SM-5GIDU	GTEX-11DXX-1426-SM-5GIDU	Ovary	10.38	10.4	9.583	9.628	10.21	8.946	10.04	10.26	6.283	11.09	10.58	13.2	13.96	1.138	9.2
GTEX-X8HC-2726-SM-46MUA	GTEX-X8HC-2726-SM-46MUA	Ovary	10.37	11.09	9.579	8.629	9.09	8.479	9.748	9.763	4.615	10.15	9.461	13.56	13.74	3.759	9.365
GTEX-11ZTT-1826-SM-5CVLN	GTEX-11ZTT-1826-SM-5CVLN	Ovary	10.37	10.59	9.373	9.005	9.628	8.891	9.972	9.964	3.531	11.29	9.943	12.68	13.64	2.006	10.16
GTEX-1399S-2126-SM-5J2MH	GTEX-1399S-2126-SM-5J2MH	Ovary	10.37	10.54	9.344	9.877	8.511	9.267	9.797	9.554	3.581	11.68	9.428	13.27	13.48	0.9978	9.521
GTEX-RWS6-1026-SM-47JXD	GTEX-RWS6-1026-SM-47JXD	Ovary	10.36	11.1	9.131	9.561	9.857	7.817	9.809	9.447	4.43	10.45	10.13	13.27	13.67	2.057	9.908
GTEX-11ZVC-1426-SM-5EGGA	GTEX-11ZVC-1426-SM-5EGGA	Ovary	10.36	10.76	9.649	9.198	10.28	8.56	9.77	9.498	3.838	10.48	10.22	11.56	13.58	4.919	10.31
GTEX-133LE-1226-SM-5IFGC	GTEX-133LE-1226-SM-5IFGC	Ovary	10.36	10.38	10.06	11.33	10.02	8.94	9.496	10.33	4.418	10.25	10.01	13.51	13.59	5.43	8.188
GTEX-11EMC-1726-SM-5H11P	GTEX-11EMC-1726-SM-5H11P	Ovary	10.36	10.33	9.314	9.098	9.921	8.461	9.952	9.803	4.91	10.72	10.16	13.06	13.51	0	9.967
GTEX-13OVI-0726-SM-5L3DD	GTEX-13OVI-0726-SM-5L3DD	Ovary	10.35	10.72	9.253	9.774	9.969	8.223	9.928	10.04	4.106	10.61	9.039	12.38	14.03	4.704	10.45
GTEX-1117F-2226-SM-5N9CH	GTEX-1117F-2226-SM-5N9CH	Ovary	10.35	10.6	9.683	11.11	9.096	9.393	9.843	9.967	3.586	10.62	10.11	15.47	13.27	3.742	8.803
GTEX-Y114-1726-SM-4TT7U	GTEX-Y114-1726-SM-4TT7U	Ovary	10.35	10.42	9.891	10.52	9.078	9.422	9.894	9.966	5.368	10.75	10.23	13.9	14.11	1.753	9.826
GTEX-PWCY-1326-SM-48TCU	GTEX-PWCY-1326-SM-48TCU	Ovary	10.35	10.35	9.332	10.31	9.691	8.099	9.717	9.997	4.351	10.36	10.18	12.37	13.4	2.454	9.769
GTEX-13O3O-2726-SM-5KM35	GTEX-13O3O-2726-SM-5KM35	Ovary	10.34	10.6	9.491	8.799	9.239	8.321	9.849	9.901	5.509	10.38	9.541	11.74	13.46	1.009	10.1
GTEX-TSE9-2226-SM-4DXUR	GTEX-TSE9-2226-SM-4DXUR	Ovary	10.33	11.12	9.501	9.052	10.26	8.204	9.994	9.965	3.856	10.17	9.772	12.11	13.86	2.952	10.29
GTEX-RTLS-2326-SM-46MUH	GTEX-RTLS-2326-SM-46MUH	Ovary	10.32	10.41	9.663	8.784	9.907	8.104	9.723	10.12	4.125	10.09	9.718	12.2	13.75	4.682	10.39
GTEX-13QIC-1526-SM-5IJFL	GTEX-13QIC-1526-SM-5IJFL	Ovary	10.31	10.99	9.514	8.616	10.36	7.978	10.04	9.998	3.792	10.8	10.15	11.3	13.7	2.504	10.17
GTEX-13VXT-1526-SM-5LU3J	GTEX-13VXT-1526-SM-5LU3J	Ovary	10.31	10.35	9.305	9.253	9.2	8.721	10.24	9.912	5.017	11.01	9.81	12.18	13.51	0	10.17
GTEX-S341-0726-SM-4AD5R	GTEX-S341-0726-SM-4AD5R	Ovary	10.3	10.62	9.255	9.421	9.977	8.283	9.789	9.725	4.153	10.35	9.751	12.09	13.62	0	10.5
GTEX-WYVS-1526-SM-4OND4	GTEX-WYVS-1526-SM-4OND4	Ovary	10.3	10.52	9.55	9.368	9.712	8.492	9.624	9.717	5.032	10.32	10.16	11.99	13.14	0	9.16
GTEX-OHPK-2426-SM-3MJGH	GTEX-OHPK-2426-SM-3MJGH	Ovary	10.29	10.27	9.348	9.771	9.363	8.723	10.12	9.947	3.87	10.78	9.861	12.38	13.99	2.799	10.5
GTEX-13FTX-0926-SM-5IFF7	GTEX-13FTX-0926-SM-5IFF7	Ovary	10.26	10.53	9.514	9.945	9.894	8.474	9.797	9.706	5.881	10.32	10.13	13.03	13.5	2.162	10.29
GTEX-TML8-0926-SM-4DXSJ	GTEX-TML8-0926-SM-4DXSJ	Ovary	10.26	10.35	9.81	10.76	10.05	8.913	9.591	10.36	4.437	10.4	10.05	12.35	13.53	2.823	9.309
GTEX-11XUK-1626-SM-5GU5O	GTEX-11XUK-1626-SM-5GU5O	Ovary	10.25	10.69	9.267	9.775	10.33	8.24	9.664	9.316	4.563	10.86	10.53	13.67	13.47	0	9.367
GTEX-14AS3-1326-SM-5RQJE	GTEX-14AS3-1326-SM-5RQJE	Ovary	10.24	10.44	8.721	9.664	10.57	8.829	9.165	9.366	3.517	9.89	9.885	13.19	13.35	0	9.839
GTEX-W5WG-0926-SM-4RTX9	GTEX-W5WG-0926-SM-4RTX9	Ovary	10.24	10.07	9.582	9.762	9.383	8.483	9.91	9.644	4.416	10.35	10.28	12.17	13.61	0	9.767
GTEX-ZLWG-0926-SM-4WWC3	GTEX-ZLWG-0926-SM-4WWC3	Ovary	10.24	9.898	9.159	10.22	9.238	8.648	9.745	9.515	3.544	10.26	10.51	13.53	13.53	1.875	9.688
GTEX-13U4I-2126-SM-5LU55	GTEX-13U4I-2126-SM-5LU55	Ovary	10.22	10.66	9.663	9.503	9.532	8.694	9.771	9.324	4.951	10.41	10.01	12.23	13.13	1.32	9.703
GTEX-UJHI-1226-SM-4IHLR	GTEX-UJHI-1226-SM-4IHLR	Ovary	10.21	10.1	9.345	8.917	9.931	8.138	9.621	9.545	4.519	10.21	9.747	11.76	13.34	1.3	10.69
GTEX-13N11-0526-SM-5IJFI	GTEX-13N11-0526-SM-5IJFI	Ovary	10.19	11.07	9.495	10.04	10.06	8.378	9.482	9.529	3.826	9.93	9.625	12.04	13.37	2.431	10.07
GTEX-ZYFG-1726-SM-5GZZB	GTEX-ZYFG-1726-SM-5GZZB	Ovary	10.19	10.65	9.238	9.096	10.33	8.663	9.835	9.93	4.987	11.03	9.796	11.96	13.89	0	10.53
GTEX-145ME-1226-SM-5SIB6	GTEX-145ME-1226-SM-5SIB6	Ovary	10.17	11.04	9.587	9.025	9.593	8.526	10.02	9.785	4.128	10.85	9.784	12.53	13.77	0	9.679
GTEX-ZZPU-2126-SM-5EGIU	GTEX-ZZPU-2126-SM-5EGIU	Ovary	10.16	10.79	9.321	9.863	10.11	8.059	9.473	9.465	4.312	10.59	9.916	12.01	13.39	2.421	9.992
GTEX-T5JW-0426-SM-4DM7M	GTEX-T5JW-0426-SM-4DM7M	Ovary	10.16	10.02	10.15	9.026	9.577	8.215	10.05	9.776	3.818	10.51	9.973	12.12	13.55	2.642	10.29
GTEX-T6MO-1126-SM-4DM5D	GTEX-T6MO-1126-SM-4DM5D	Ovary	10.16	9.917	9.448	9.316	8.138	8.656	9.997	9.858	2.856	11.61	9.526	12.8	13.39	1.356	9.486
GTEX-11VI4-1026-SM-5EQM1	GTEX-11VI4-1026-SM-5EQM1	Ovary	10.13	10.29	9.427	9.631	10.15	8.525	9.802	9.527	4.548	10.61	10.09	12.37	13.82	1.084	10.39
GTEX-P4QT-2426-SM-3NMCL	GTEX-P4QT-2426-SM-3NMCL	Ovary	10.12	10.91	9.131	9.529	9.515	8.425	9.791	10.13	4.163	11	10.19	12.58	14.01	0.9184	10.38
GTEX-12WSG-1426-SM-5FQUK	GTEX-12WSG-1426-SM-5FQUK	Ovary	10.12	10.72	9.892	9.137	9.863	8.412	10.06	9.949	5.549	9.998	10.34	14.36	13.35	2.334	9.413
GTEX-13PL7-2326-SM-5L3FY	GTEX-13PL7-2326-SM-5L3FY	Ovary	10.12	10.2	9.518	9.126	9.831	7.988	9.897	9.52	4.284	10.38	10.43	11.85	13.63	1.727	10.57
GTEX-13PVR-1226-SM-5RQJ2	GTEX-13PVR-1226-SM-5RQJ2	Ovary	10.1	10.34	9.256	8.807	8.848	8.899	9.89	9.84	4.118	10.84	9.842	12.87	13.34	0	9.71
GTEX-13OVJ-2426-SM-5KM3I	GTEX-13OVJ-2426-SM-5KM3I	Ovary	10.09	10.5	9.453	9.14	9.866	8.247	10.22	9.986	4.387	10.51	10.06	13.93	13.69	3.695	9.177
GTEX-PWN1-2426-SM-48TDD	GTEX-PWN1-2426-SM-48TDD	Ovary	10.05	9.915	9.463	9.546	9.343	8.473	10.08	9.941	4.37	10.78	10.13	12.21	13.76	0	10.68
GTEX-X4EO-2426-SM-4QASD	GTEX-X4EO-2426-SM-4QASD	Ovary	9.988	10.45	9.458	9.221	9.393	8.441	10.11	9.602	7.11	10.55	9.645	12.88	13.3	0	9.671
GTEX-13W3W-1526-SM-5LU5I	GTEX-13W3W-1526-SM-5LU5I	Ovary	9.976	10.52	9.576	9.098	11.14	8.673	9.825	9.983	5.036	11.15	10.5	13.16	13.73	4.417	9.839
GTEX-12WSK-1926-SM-5LZVK	GTEX-12WSK-1926-SM-5LZVK	Ovary	9.952	10.65	9.375	8.652	9.625	8.886	9.799	9.515	4.625	10.83	9.692	11.09	13.82	1.259	11.46
GTEX-13QBU-1526-SM-5LU3W	GTEX-13QBU-1526-SM-5LU3W	Ovary	9.794	10.3	9.554	9.617	10.05	9.116	9.736	9.687	5.527	10.62	10.3	12.88	13.57	1.81	10.36
GTEX-11EM3-1726-SM-5N9D1	GTEX-11EM3-1726-SM-5N9D1	Ovary															
GTEX-11P81-1526-SM-5P9GS	GTEX-11P81-1526-SM-5P9GS	Ovary															
GTEX-12WSD-2726-SM-59HLR	GTEX-12WSD-2726-SM-59HLR	Ovary															
GTEX-12ZZX-2026-SM-5LZV9	GTEX-12ZZX-2026-SM-5LZV9	Ovary															
GTEX-1313W-2726-SM-5P9IX	GTEX-1313W-2726-SM-5P9IX	Ovary															
GTEX-132AR-1426-SM-5IFF1	GTEX-132AR-1426-SM-5IFF1	Ovary															
GTEX-1399U-1726-SM-5P9J4	GTEX-1399U-1726-SM-5P9J4	Ovary															
GTEX-13X6H-1026-SM-5SIBE	GTEX-13X6H-1026-SM-5SIBE	Ovary															
GTEX-PX3G-2426-SM-48TZZ	GTEX-PX3G-2426-SM-48TZZ	Ovary															
GTEX-R55G-1526-SM-48FER	GTEX-R55G-1526-SM-48FER	Ovary															
GTEX-S4P3-0926-SM-4AD54	GTEX-S4P3-0926-SM-4AD54	Ovary															
GTEX-S7SF-1326-SM-4AD4P	GTEX-S7SF-1326-SM-4AD4P	Ovary															
GTEX-T5JW-0426-SM-5CHSJ	GTEX-T5JW-0426-SM-5CHSJ	Ovary															
GTEX-TMMY-1726-SM-4DXTD	GTEX-TMMY-1726-SM-4DXTD	Ovary															
GTEX-TSE9-2226-SM-5CHRY	GTEX-TSE9-2226-SM-5CHRY	Ovary															
GTEX-W5X1-2026-SM-5CHSZ	GTEX-W5X1-2026-SM-5CHSZ	Ovary															
GTEX-WEY5-0626-SM-5CHT3	GTEX-WEY5-0626-SM-5CHT3	Ovary															
GTEX-XUJ4-1326-SM-4BOQ9	GTEX-XUJ4-1326-SM-4BOQ9	Ovary															
GTEX-XUW1-0126-SM-4BOOQ	GTEX-XUW1-0126-SM-4BOOQ	Ovary															
GTEX-YB5K-1426-SM-5IFIB	GTEX-YB5K-1426-SM-5IFIB	Ovary															
GTEX-ZAJG-2726-SM-5S2MU	GTEX-ZAJG-2726-SM-5S2MU	Ovary															
GTEX-ZPIC-1426-SM-4WWCP	GTEX-ZPIC-1426-SM-4WWCP	Ovary															
GTEX-ZVT2-0326-SM-5E44G	GTEX-ZVT2-0326-SM-5E44G	Ovary															
GTEX-ZYY3-2726-SM-5EGH4	GTEX-ZYY3-2726-SM-5EGH4	Ovary															
GTEX-11ZUS-0226-SM-5FQT8	GTEX-11ZUS-0226-SM-5FQT8	Heart	13.69	12.76	8.732	12.39	6.89	12.38	13.9	12.54	10.7	13.12	9.045	13.47	16.69	6.178	12.53
GTEX-OXRL-0326-SM-2I3F2	GTEX-OXRL-0326-SM-2I3F2	Heart	13.54	12.69	8.929	12.67	6.614	11.3	13.53	12.36	9.863	13.38	8.896	13.44	16.4	0	12.81
GTEX-132NY-1726-SM-5EGKK	GTEX-132NY-1726-SM-5EGKK	Heart	13.51	12.66	8.5	12.38	7	12.3	13.54	12.47	9.608	13.36	9.388	14.2	16.58	2.497	12.52
GTEX-OXRL-0326-SM-447BG	GTEX-OXRL-0326-SM-447BG	Heart	13.46	12.67	8.652	12.56	6.006	11.34	13.46	12.31	9.528	13.26	8.613	13.34	16.35	0	12.73
GTEX-OXRL-0326-SM-4MVNY	GTEX-OXRL-0326-SM-4MVNY	Heart	13.45	12.61	9.02	12.58	6.175	11.52	13.63	12.36	9.642	13.38	8.773	13.32	16.29	2.665	12.8
GTEX-U3ZH-0326-SM-51MS7	GTEX-U3ZH-0326-SM-51MS7	Heart	13.42	12.5	8.498	12.81	6.662	12.91	13.81	12.55	8.828	13.97	9.339	13.46	16.76	1.295	12.91
GTEX-OOBJ-0326-SM-5SI84	GTEX-OOBJ-0326-SM-5SI84	Heart	13.41	13.29	8.179	12.61	5.402	12.42	13.2	12.57	9.369	14.04	9.125	12.9	16.98	1.371	13.28
GTEX-139YR-0826-SM-5LZXY	GTEX-139YR-0826-SM-5LZXY	Heart	13.41	12.81	8.303	12.66	6.554	12.05	12.87	12.1	9.126	13.89	8.096	14.14	16.51	0	12.4
GTEX-13N11-0426-SM-5KM3O	GTEX-13N11-0426-SM-5KM3O	Heart	13.41	12.68	9.001	12.1	7.023	11.54	12.78	12	9.09	13.51	9.108	13.21	16.21	0	12.76
GTEX-13JVG-1126-SM-5KM2M	GTEX-13JVG-1126-SM-5KM2M	Heart	13.41	12.2	8.74	11.66	7.558	11.61	12.84	12.07	7.712	13.81	9.444	14.52	15.73	0	11.31
GTEX-U3ZH-0326-SM-4WWDX	GTEX-U3ZH-0326-SM-4WWDX	Heart	13.4	12.58	8.385	12.55	6.479	12.79	13.48	12.32	8.748	13.83	9.307	13.28	16.57	1.996	12.96
GTEX-13CF2-0426-SM-5KM1H	GTEX-13CF2-0426-SM-5KM1H	Heart	13.38	11.72	8.741	11.48	6.21	12.06	12.71	11.88	9.701	12.15	8.936	12.04	15.21	5.334	12.21
GTEX-WZTO-1326-SM-3NM8X	GTEX-WZTO-1326-SM-3NM8X	Heart	13.36	12.7	8.599	12.6	6.658	12.41	13.52	12.73	10.42	13.36	9.426	13.33	16.5	1.07	12.35
GTEX-ZF2S-1026-SM-4WWB1	GTEX-ZF2S-1026-SM-4WWB1	Heart	13.35	12.71	8.815	12.99	6.606	12.48	13.23	12.42	9.821	13.35	9.865	14.4	16.15	0	12.59
GTEX-R55E-1026-SM-2TC5S	GTEX-R55E-1026-SM-2TC5S	Heart	13.34	12.43	8.499	12.49	7.058	11.93	13.72	12.51	10.08	13.16	9.263	13.03	16.56	6.573	12.56
GTEX-13QBU-0426-SM-5J2O4	GTEX-13QBU-0426-SM-5J2O4	Heart	13.32	12.6	9.129	12.41	6.729	11.84	13.21	12.32	8.946	14.59	9.679	13.99	15.96	0	12.5
GTEX-UJHI-0426-SM-3DB8Y	GTEX-UJHI-0426-SM-3DB8Y	Heart	13.31	12.77	8.526	12.57	5.272	12.18	13.29	12.17	8.526	14.68	9.412	13.35	16.32	0	12.85
GTEX-13O3O-1526-SM-5KM1C	GTEX-13O3O-1526-SM-5KM1C	Heart	13.3	12.04	8.522	12.04	6.003	11.8	13.08	12.45	9.031	13.05	8.493	12.77	16.15	0	12.04
GTEX-XPVG-0826-SM-4B654	GTEX-XPVG-0826-SM-4B654	Heart	13.29	13.18	9.324	12.83	6.144	11.35	12.94	12.26	10.74	13.82	8.957	14.04	15.88	1.35	12.62
GTEX-P4PP-0326-SM-5S2TQ	GTEX-P4PP-0326-SM-5S2TQ	Heart	13.28	13.19	8.825	12.48	5.897	12.65	13.44	11.92	8.728	14.76	9.606	13.57	16.66	1.502	12.9
GTEX-ZDTS-1226-SM-4WKGL	GTEX-ZDTS-1226-SM-4WKGL	Heart	13.26	12.64	8.742	11.58	7.686	11.63	12.88	12.09	9.364	13.28	9.322	13.56	15.37	5.908	11.46
GTEX-OXRK-0826-SM-2HMK7	GTEX-OXRK-0826-SM-2HMK7	Heart	13.25	12.36	8.449	13.41	7.291	11.97	13.17	12.48	8.928	15.02	9.663	13.65	16.28	0	12.56
GTEX-QEG4-0426-SM-5S2VQ	GTEX-QEG4-0426-SM-5S2VQ	Heart	13.24	12.35	8.565	12.35	7.345	12.4	13.72	12.31	9.094	13.2	9.028	12.64	16.15	0	12.54
GTEX-ZYFC-1026-SM-5GZX9	GTEX-ZYFC-1026-SM-5GZX9	Heart	13.23	12.54	9.046	11.39	7.992	10.39	12.95	12.4	10.01	13	9.458	14.57	15.76	7.533	10.84
GTEX-W5X1-0826-SM-3GILN	GTEX-W5X1-0826-SM-3GILN	Heart	13.23	12.34	9.367	11.85	6.704	11.96	13.38	11.96	7.616	13.33	9.345	13.61	16.25	1.937	11.15
GTEX-ZYFG-0426-SM-5E43M	GTEX-ZYFG-0426-SM-5E43M	Heart	13.21	12.97	8.977	12.86	6.043	12.49	13.16	12.44	9.414	14.62	9.509	13.9	16.08	0	12.69
GTEX-X15G-0426-SM-4PQZ6	GTEX-X15G-0426-SM-4PQZ6	Heart	13.2	12.46	8.235	12.74	6.304	11.48	13.56	12.37	9.786	14.19	9.556	13.85	16.78	0	12.78
GTEX-XOT4-1126-SM-4B66E	GTEX-XOT4-1126-SM-4B66E	Heart	13.2	12.42	9.085	11.3	7.85	11.12	12.88	12.09	8.771	13.37	9.771	13.76	15.26	1.806	11.22
GTEX-X3Y1-0426-SM-3P5Z4	GTEX-X3Y1-0426-SM-3P5Z4	Heart	13.18	13.14	8.999	12.25	6.517	11.69	13.17	12.33	9.608	13.39	9.027	13.19	16.47	1.405	12.63
GTEX-117YX-1126-SM-5H128	GTEX-117YX-1126-SM-5H128	Heart	13.17	13.19	8.588	12.47	6.39	12.3	13.57	12.22	8.238	14.64	9.383	12.84	16.88	1.486	12.93
GTEX-ZEX8-0426-SM-4WWEN	GTEX-ZEX8-0426-SM-4WWEN	Heart	13.17	12.77	8.622	13.49	6.165	12.79	13.25	12.39	9.582	13.86	9.737	13.7	16.47	0	12.8
GTEX-145MO-1126-SM-5NQBX	GTEX-145MO-1126-SM-5NQBX	Heart	13.17	11.69	9.398	11.42	7.089	11.64	12.7	11.96	9.548	12.39	8.811	13.63	15.48	0	12.2
GTEX-WEY5-0426-SM-3GIKT	GTEX-WEY5-0426-SM-3GIKT	Heart	13.16	12.93	9.409	12.95	6.207	12.1	13.35	12.1	9.972	14.34	9.388	14.05	16.27	0	12.26
GTEX-WYJK-1026-SM-3NM8W	GTEX-WYJK-1026-SM-3NM8W	Heart	13.15	12.78	8.92	12.25	6.361	12.19	13.18	12.28	9.025	13.52	8.837	12.72	16.39	0	12.83
GTEX-PWCY-0526-SM-5P9HG	GTEX-PWCY-0526-SM-5P9HG	Heart	13.15	12.57	9.264	13.21	6.816	11.42	12.83	12.66	8.375	14	9.465	14.33	15.64	0	12.1
GTEX-ZAK1-1126-SM-5PNXU	GTEX-ZAK1-1126-SM-5PNXU	Heart	13.14	12.6	9.334	11.46	8.175	11.65	12.91	12.01	8.832	13.15	9.637	13.4	15.37	1.578	11.23
GTEX-XPVG-0726-SM-4B658	GTEX-XPVG-0726-SM-4B658	Heart	13.14	12.55	9.388	11.93	7.459	10.49	12.78	12.08	11.47	13.97	9.075	13.67	15.53	1.979	11.92
GTEX-ZDTS-1326-SM-4WKGX	GTEX-ZDTS-1326-SM-4WKGX	Heart	13.14	12.14	8.31	12.02	7.931	12.8	13.68	12.29	9.164	13.21	9.066	12.86	15.83	5.588	12.41
GTEX-ZPU1-0626-SM-4YCDM	GTEX-ZPU1-0626-SM-4YCDM	Heart	13.13	13.05	8.344	12.86	6.22	12.83	13.07	12.37	10.03	13.91	9.369	13.92	16.48	1.46	12.41
GTEX-13D11-1526-SM-5J2NA	GTEX-13D11-1526-SM-5J2NA	Heart	13.12	12.09	9.071	11.49	7.769	8.599	12.04	11.36	12.62	13.26	8.868	13.79	14.87	1.339	11.42
GTEX-SE5C-0626-SM-4IHLJ	GTEX-SE5C-0626-SM-4IHLJ	Heart	13.11	12.68	8.57	13.06	5.519	11.23	13.32	12.23	8.684	14.62	9.223	13.85	15.9	5.37	12.84
GTEX-ZAB4-1026-SM-5HL7T	GTEX-ZAB4-1026-SM-5HL7T	Heart	13.11	12.27	8.623	11.68	7.74	11.76	12.93	11.78	8.033	13.08	9.211	13.07	15.75	1.479	12.47
GTEX-YEC3-0726-SM-4YCD1	GTEX-YEC3-0726-SM-4YCD1	Heart	13.1	13.29	9.083	12.67	5.994	12.13	13.44	12.82	10.13	14.1	9.306	13.42	16.68	2.483	12.73
GTEX-13FLV-0926-SM-5L3DZ	GTEX-13FLV-0926-SM-5L3DZ	Heart	13.09	12.18	8.372	12.36	7.576	11.42	13.56	12.31	10.97	12.48	9.262	13.28	15.89	5.759	12.08
GTEX-WL46-0926-SM-3LK7T	GTEX-WL46-0926-SM-3LK7T	Heart	13.09	11.92	8.864	11.68	7.579	11.91	13.73	12.35	9.235	12.38	9.079	12.51	15.66	3.191	12.09
GTEX-11ZVC-0426-SM-5CVLD	GTEX-11ZVC-0426-SM-5CVLD	Heart	13.08	12.05	8.722	12.07	7.284	12.28	12.98	11.79	10.3	12.58	9.283	12.48	15.73	5.288	12.11
GTEX-Y114-0226-SM-4TT8W	GTEX-Y114-0226-SM-4TT8W	Heart	13.06	13.36	9.115	13.45	6.415	12.97	14.17	12.78	8.362	14.25	9.267	14.74	17.11	1.862	13.01
GTEX-XPT6-0226-SM-4B65L	GTEX-XPT6-0226-SM-4B65L	Heart	13.06	12.39	8.807	11.62	7.311	11.2	12.51	11.69	9.24	13.95	9.73	14.08	15.37	2.812	11.68
GTEX-13VXT-1126-SM-5LU3A	GTEX-13VXT-1126-SM-5LU3A	Heart	13.05	13.09	9.192	13.16	6.205	12.15	13.95	12.46	9.512	13.97	9.233	13.62	16.47	2.132	12.6
GTEX-144GL-1026-SM-5O99R	GTEX-144GL-1026-SM-5O99R	Heart	13.04	12.59	9.028	11.75	7.857	11.44	12.62	12.06	9.153	13.02	9.579	13.12	15.3	3.284	11.01
GTEX-WHSE-0926-SM-3NMBS	GTEX-WHSE-0926-SM-3NMBS	Heart	13.04	12.02	8.749	12.56	7.185	13.34	13.49	12.38	9.533	12.41	8.381	14.89	16.13	2.415	12.32
GTEX-XUJ4-0626-SM-4BOOO	GTEX-XUJ4-0626-SM-4BOOO	Heart	13.03	12.17	8.796	12.11	7.085	10.88	12.87	11.8	9.582	13.9	9.089	13.79	15.53	0	11.45
GTEX-12ZZZ-1726-SM-59HK5	GTEX-12ZZZ-1726-SM-59HK5	Heart	13.03	11.99	8.903	11.48	7.657	10.89	13.64	12.52	8.956	13.28	8.841	13.08	15.94	5.364	11.77
GTEX-ZVZP-0226-SM-5NQ73	GTEX-ZVZP-0226-SM-5NQ73	Heart	13.02	13.14	9.05	12.48	6.268	12.67	13.27	12.35	9.005	14.46	9.282	14.52	16.12	6.049	12.24
GTEX-PX3G-0326-SM-2I3EO	GTEX-PX3G-0326-SM-2I3EO	Heart	13.02	12.85	8.842	12.88	7.014	13.15	13.38	12.11	8.117	13.93	9.437	13.54	16.25	0	12.38
GTEX-ZZPU-0926-SM-5GZYT	GTEX-ZZPU-0926-SM-5GZYT	Heart	13.02	12.84	9.144	12.7	7.649	12.62	13.21	12.14	10.59	14.77	9.628	14.22	16.11	0	12.64
GTEX-P4PQ-0326-SM-2HMJ8	GTEX-P4PQ-0326-SM-2HMJ8	Heart	13.02	12.8	8.766	12.61	6.49	11.64	13.45	12.34	8.886	14.43	9.57	14.27	16.4	1.297	12.41
GTEX-1399R-1926-SM-5K7X8	GTEX-1399R-1926-SM-5K7X8	Heart	13.02	12.31	7.951	12.94	7.577	13	13.65	12.52	7.992	14.12	9.895	13.19	16.69	1.491	12.73
GTEX-NPJ8-0426-SM-2HMK6	GTEX-NPJ8-0426-SM-2HMK6	Heart	13.02	11.16	8.691	11.48	7.849	10.22	12.37	11.48	8.742	12.54	8.834	14.31	15.46	1.519	12.07
GTEX-145LV-0326-SM-5Q5BW	GTEX-145LV-0326-SM-5Q5BW	Heart	13.01	12.43	8.456	12.52	6.68	11.45	12.84	12.2	9.409	13.64	8.929	13.89	15.9	5.451	12.4
